accession,name,description,Parent study,Study Disease/Focus,Study Design,Study Markerset,Study Molecular Data Type,Study Content,Ancestry (computed),NIH Institute,Study Consent,Release Date,Embargo Release Date,Related Terms,Collections
"phs003623.v1.p1","BIRC5 Upregulation Enhances DNMT3A-Mutant T-ALL Cell Survival and    Pathogenesis","The goal of this study was to determine how patients with T-ALL who have DNA methyltransferase 3 alpha (DNMT3A) mutations develop resistance to therapy. Since DNMT3A is a methyltransferase, we  examined the effect of those mutations on epigenetic regulation using whole genome bisulfite sequencing (WGBS). We also assessed any changes in gene","Not Applicable","Leukemia-Lymphoma, Adult T-Cell","Case Set","Not Provided","Bisulfite-Seq, RNA-Seq","4 phenotype datasets, 12 variables, 10 samples sequenced, 10 subjects, 10 samples","","NCI","DS-CA --- Disease-Specific (Cancer)","2024-06-13","2024-06-13","ATLL; Adult T Cell Lymphoma/Leukemia; Adult T-Cell Leukemia; Adult T-Cell Leukemia-Lymphoma; Adult T-Cell Leukemia-Lymphomas; Adult T-Cell Leukemias",""
"phs002343.v1.p1","Structure of the Mucosal and Stool Microbiome in Lynch Syndrome","The gut microbiota has been associated with colorectal cancer (CRC), but causal alterations preceding CRC have not been elucidated. To prospectively assess microbiome changes prior to colorectal neoplasia, we investigated  samples from 100 Lynch syndrome patients using 16S rRNA gene sequencing of colon biopsies, coupled with metagenomic and metatranscriptomic sequencing","Not Applicable","Colorectal Neoplasms","Case Set","Not Provided","RNA-Seq, WGS","4 phenotype datasets, 27 variables, 361 samples sequenced, 100 subjects, 361 samples","","NCI","GRU --- General Research Use","2024-06-13","2024-06-13","CRC; Cancer of Large Bowel; Cancer of Large Intestine; Cancer of the Large Bowel; Cancer of the Large Intestine; Cancer, Colorectal",""
"phs001486.v4.p4","NCI Cancer Model Development for the Human Cancer Model Initiative (HCMI)","The Cancer Model Development Center (CMDC) project is part of the Human Cancer Model Initiative (HCMI) and is managed by the Office of Cancer Genomics within the Center for Cancer  Genomics at the National Cancer Institute (NCI). The goal of the HCMI is to generate approximately 1000 novel human ""next generation"" tumor-derived","Not Applicable","Neoplasms","Prospective Longitudinal Cohort","Not Provided","Not Provided","2 phenotype datasets, 5 variables, 1117 subjects, 1117 samples","","NCI","GRU --- General Research Use","2024-06-13","2019-02-07","Esophageal Neoplasms; Liver Neoplasms; Lung Neoplasms; Neoplasms, Germ Cell and Embryonal; Sarcoma, Ewing; Breast Cancer","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs003432.v1.p1","Childhood Cancer Data Initiative (CCDI): Identification and Targeting of    Treatment Resistant Progenitor Populations in T-cell Acute    Lymphoblastic Leukemia","Our goal with this study was to identify the mechanisms of treatment resistance in T-cell acute lymphoblastic leukemia (ALL) using single-cell genomics. We profiled 40 T-ALL cases from the Children's  Oncology Group AALL0434 clinical trial using CITE-seq/snATAC-seq, capturing a breadth of immunophenotypes, including early T-cell precursor (ETP) and","Not Applicable","Pediatrics","Case Set","Not Provided","ATAC-seq, RNA-Seq","2 phenotype datasets, 5 variables, 43 samples sequenced, 43 subjects, 43 samples","","NCI","GRU --- General Research Use","2024-06-12","2024-06-12","Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Blastoma; CA; CA - Cancer; Cancer; MT",""
"phs003379.v1.p1","Germline Mutations and Developmental Mosaicism Underlying EGFR-Mutant    Lung Cancer","We designed this study to examine the etiology of multiple lung tumors in EGFR-mutant non-small cell lung cancer patients who undergo surgical resection. Participants were 52-85 years old never or  former smokers, who had at least 2 surgical lung tumor pathology specimens available in the Massachusetts General Hospital biobank, at least one of","Not Applicable","Carcinoma, Non-Small-Cell Lung","Case Set","Not Provided","WXS","4 phenotype datasets, 17 variables, 68 samples sequenced, 12 subjects, 68 samples","","NCI","GRU --- General Research Use","2024-06-12","2024-06-12","Carcinoma, Non Small Cell Lung; Carcinoma, Non-Small Cell Lung; Carcinomas, Non-Small-Cell Lung; Lung Carcinoma, Non-Small-Cell; Lung Carcinomas, Non-Small-Cell; NONSMALL CELL LUNG CANCER",""
"phs003219.v1.p1","Single-Cell Sequencing Reveals Distinct Microenvironment Cell Types    Associated with Response to High Dose Melphalan and Autologous Stem    Cell Transplant in Multiple Myeloma","The aim of this study is to understand the transcriptome of microenvironment cells in pre- and post- autologous stem cell transplantation (ASCT) samples between patients with complete response and partial  response to transplant. Here, we studied immune cells from 40 multiple myeloma patients who have undergone ASCT. Samples were collected from 40","Not Applicable","Multiple Myeloma","Cross-Sectional","Not Provided","OTHER","4 phenotype datasets, 17 variables, 136 samples sequenced, 40 subjects, 136 samples","","NCI","GRU-NPU --- General Research Use (NPU)","2024-06-06","2024-06-06","Al amyloidosis; Cell Myeloma, Plasma; Cell Myelomas, Plasma; Disease, Kahler; Familial Myeloma; Kahler Disease",""
"phs003590.v1.p1","FIGHT-207: Anonymized Genomic Alterations and Clinical Responses","Background: FIGHT-207 was a phase 2 study of the FGFR1-FGFR3 inhibitor pemigatinib in patients with previously treated, locally advanced/metastatic or unresectable solid tumor malignancies harboring activating fibroblast growth factor receptor  (FGFR) gene alterations. Population information: 107 patients were divided into 3 cohorts: A. FGFR1&#x02013;FGFR3 fusions/rearrangements; n 49 B.","Not Applicable","Antineoplastic Agents","Clinical Trial","custom_markerset","SNP/CNV Genotypes (NGS)","4 phenotype datasets, 22 variables, 1 molecular datasets, 101 subjects, 262 samples","","NCI","HMB-COL --- Health/Medical/Biomedical (COL)","2024-06-05","2024-06-05","Blastoma; CA; CA - Cancer; Cancer; MT; Malignancies",""
"phs001087.v4.p1","Common Deleterious Germline Variants Shape the Urothelial Cancer Genome","Our study used whole-exome, whole-genome, and RNA sequencing to analyze samples from primary tumors, locally recurrent or metastatic urothelial tumors collected over time, and matched normal urothelium. We described the  molecular landscape of mutational signatures and structural variants in chemotherapy-resistant urothelial cancer. Inclusion Criteria: Patients with","Not Applicable","Carcinoma, Transitional Cell","Case Set","target_markerset_grc37","AMPLICON, RNA-Seq, CNV Segments (NGS), SNV (.MAF), WGS, WXS","4 phenotype datasets, 20 variables, 1 molecular datasets, 504 samples sequenced, 174 subjects, 554 samples","","NCI","HMB-MDS --- Health/Medical/Biomedical (MDS)","2024-06-05","2018-04-09","Neoplasm Metastasis; Urinary Bladder Neoplasms; Metastase; Metastases, Neoplasm; Metastasis; Metastasis, Neoplasm","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs003413.v1.p1","Immune Responses in Checkpoint Myocarditis Across Heart, Blood, and Tumor","Immune checkpoint inhibitors (ICIs) are widely used in anti-cancer therapies, but they can cause morbid and potentially fatal immune-related adverse events (irAEs), such as ICI-related myocarditis (irMyocarditis). The pathogenesis of  irMyocarditis and its relationship to anti-tumor immunity remain poorly understood. We sought to define immune responses in heart, tumor, and blood","Not Applicable","Cardiovascular Diseases","Case-Control","Not Provided","RNA-Seq","5 phenotype datasets, 26 variables, 147 samples sequenced, 69 subjects, 147 samples","","NCI","GRU --- General Research Use","2024-06-03","2024-06-03","Adverse Cardiac Event; Adverse Cardiac Events; Cardiac Event; Cardiac Event, Adverse; Cardiac Events; Cardiac Events, Adverse",""
"phs003452.v1.p1","Phase 2 Study of Pembrolizumab in Combination with Gemcitabine and    Cisplatin as Neoadjuvant Therapy","The purpose of the clinical trial (NCT02690558) is to evaluate whether adding pembrolizumab (Keytruda) to the combination of gemcitabine and cisplatin will improve shrinkage of the tumor before having a  cystectomy, for people with muscle-invasive bladder cancer (MIBC). Patients from Phase 2 Study of Pembrolizumab in Combination With Gemcitabine and","Not Applicable","Urinary Bladder Neoplasms","Case Set","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 16 variables, 193 samples sequenced, 37 subjects, 193 samples","","NCI","DS-CA --- Disease-Specific (Cancer)","2024-05-30","2024-05-30","Bladder Cancer; Bladder Cancers; Cancer of Bladder; Cancer of the Bladder; Cancer, Bladder; Cancer, Urinary Bladder",""
"phs002371.v6.p1","Human Tumor Atlas Network (HTAN)","An NCI-funded Cancer Moonshot initiative to construct 3-dimensional atlases of the dynamic cellular, morphological, and molecular features of human cancers as they evolve from precancerous lesions to advanced disease. Note  for data in CDS: The raw sequencing files for this study are hosted in the NCI's Cancer Data Service (CDS), a data repository under the Cancer","Not Applicable","Neoplasms","Collection","Not Provided","Not Provided","2 phenotype datasets, 6 variables, 1547 subjects, 4615 samples","","NCI","GRU --- General Research Use","2024-05-22","2022-05-27","Adenomatous Polyposis Coli; Lung Neoplasms; Skin Neoplasms; ADENOMATOUS POLYPOSIS OF THE COLON; APC; APC - Adenomatous Polyposis Coli","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs003164.v1.p1","Childhood Cancer Data Initiative (CCDI): CCDI Pediatric In Vivo Testing    Program - Leukemia","The goal of this study is to molecularly characterize a large panel of pediatric acute lymphoblastic leukemia (ALL) patient-derived xenografts (PDXs) previously established in immune-deficient mice. These PDXs are utilized  as part of the NCI-funded Pediatric Preclinical In vivo Testing (PIVOT) program to identify novel agents and combinations. Biospecimen data include","Not Applicable","Pediatrics","Xenograft","Not Provided","Not Provided","2 phenotype datasets, 5 variables, 40 subjects, 126 samples","","NCI","GRU --- General Research Use","2024-05-21","2024-05-21","Leukemia, Biphenotypic, Acute; Precursor Cell Lymphoblastic Leukemia-Lymphoma; ALL with myeloid markers; AML with lymphoid markers; Acute Biphenotypic Leukemia; Acute Biphenotypic Leukemias",""
"phs003538.v1.p1","Light at Night and Prostate Cancer in the Health Professionals Follow-Up    Study","The Health Professionals Follow-Up Study (HPFS) is a prospective cohort study of men designed to evaluate hypotheses about men's health related to diet and lifestyle to the incidence of serious  illnesses, such as cancer, heart disease, and other vascular diseases. It consisted of 51,529 U.S. male health professionals who were 40-75 years old","Not Applicable","Light Pollution","Prospective Longitudinal Cohort","Not Provided","Not Provided","3 phenotype datasets, 142 variables, 49148 subjects","","NCI","HMB --- Health/Medical/Biomedical","2024-05-20","2024-05-20","NGP - New growth of prostate; Neoplasm of Prostate; Neoplasm of the Prostate; Neoplasm, Prostate; Neoplasm, Prostatic; Neoplasms, Prostate",""
"phs002317.v2.p1","Genetic Underpinnings of Ethnic Disparities in Bone Toxicities Between    Hispanic and Non-Hispanic Children Treated for Acute Lymphoblastic    Leukemia","Acute lymphoblastic leukemia (ALL) is the most common malignancy among children and young adolescents. More than 90% of children are cured with a combination of multiple chemotherapeutic drugs. Some may  suffer from debilitating toxicities due to the cytotoxic drugs, necessitating pharmacogenetic research to search for genetic markers predictive of","Not Applicable","Fractures, Bone","Clinical Trial","HumanOmniExpress-24","SNP Genotypes (Array)","5 phenotype datasets, 33 variables, 2 molecular datasets, 516 subjects, 516 samples","European (395), African (4), East Asian (3), African American (22), Hispanic1 (39), Hispanic2 (29), Other Asian or Pacific Islander (5), South Asian (9), Other (10)","NCI","GRU-PUB --- General Research Use (PUB), DS-LEUKLYM --- Disease-Specific (Leukemia and Lymphoblastic Lymphoma)","2024-05-20","2024-05-20","Osteonecrosis; Bone Fracture; Bone Fractures; Bone, Broken; Bones, Broken; Broken Bone",""
"phs001052.v3.p1","Modelling Multi-Dimensional ClinOmics for Precision Therapy of Children    and Adolescent Young Adults with Relapsed and Refractory Cancer: A    Report from the Center for Cancer Research","The Center for Cancer Research (CCR), of the intramural NCI undertook a multidimensional clinical genomics study of children and adolescent young adults with relapsed and refractory cancers who were enrolled  on other therapeutic trials to determine the feasibility of a genome guided precision therapy protocol in these patients. Note: NCIPM001blood - This","Not Applicable","Neoplasms","Prospective Longitudinal Cohort","Not Provided","RNA-Seq, Targeted-Capture, WXS","4 phenotype datasets, 15 variables, 179 samples sequenced, 83 subjects, 180 samples","","NCI","GRU --- General Research Use","2024-05-17","2019-10-07","Carcinoma, Transitional Cell; Desmoplastic Small Round Cell Tumor; Neuroendocrine Tumors; Rhabdoid Tumor; Sarcoma; Sarcoma, Ewing","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs003501.v1.p1","Systems Analysis of Single-Cell Heterogeneity Underlying Glioma Drug    Resistance","This study characterizes the transcriptional regulatory mechanisms that drive responses of two patient-derived glioblastoma multiforme (GBM) stem-like cells (PD-GSCs) that have distinct phenotypes - one sensitive and another resistant to  the drug pitavastatin. This study investigates the differing mechanisms driving drug response in the two PD-GSCs at the single-cell level, and","Not Applicable","Glioma","Case Set","Not Provided","RNA-Seq","4 phenotype datasets, 22 variables, 29 samples sequenced, 2 subjects, 29 samples","","NCI","GRU-PUB --- General Research Use (PUB)","2024-05-14","2024-05-14","Astrocytoma, Grade IV; Astrocytomas, Grade IV; GBM; GBM (glioblastoma); Giant cell glioblastoma (histologic variant); Glioblastoma multiforme",""
"phs003586.v1.p1","Luminal Androgen Receptor-Enriched Triple Negative Breast Cancer","This is a study to determine the efficacy of androgen receptor (AR) inhibitors in LAR (luminal androgen receptor)-enriched triple-negative breast cancer (TNBC) in the neoadjuvant setting. Twenty-four patients were treated  with neoadjuvant AR inhibitor enzalutamide and paclitaxel for 12 weeks. Whole exome sequencing and RNA-sequencing was performed prior to treatment.","Not Applicable","Breast Neoplasms","Case Set","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 15 variables, 4 samples sequenced, 2 subjects, 4 samples","","NCI","GRU --- General Research Use","2024-05-13","2024-05-13","Triple Negative Breast Neoplasms; Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors",""
