type	resource_uuid	resource_source_id	resource_title	resource_short_description	resource_source_url	resource_tool_type	resource_tool_subtype	resource_research_area	resource_research_type	resource_access	resource_doc	resource_poc_email	resource_poc_name	resource_full_description
resource	1a34126c-1a4c-5022-8eef-603c4100bbdb	r4r_0097	Molecular Target Data	The Molecular Targets effort is a collaboration between qualified researchers and the NCI Division of Cancer Treatment and Diagnosis (DCTD). The NCI-60 lab will provide NCI-60 cell line frozen cell pellets, DNA, or RNA for analysis in the external researchers' labs.	https://wiki.nci.nih.gov/display/NCIDTPdata/Molecular+Target+Data	Datasets and Databases;Lab Tools	Assays;Clinical Data	Cancer Treatment;Screening and Detection	Basic;Clinical Trials	Open Access	Division of Cancer Treatment & Diagnosis (DCTD)			Thousands of molecular targets have been measured in the NCI-60 human tumor cell lines. Measurements include protein levels, RNA measurements, mutation status and enzyme activity levels. Data sites allow searches for a target of interest, or a list of targets. The COMPARE program allows identification of targets or compounds with patterns that correlate with a target of interest.
resource	e7fd1d8e-1511-5ce4-8f0b-e7707e42cab7	r4r_0098	NCI-60 Growth inhibition Data	Compound sensitivity data for the NCI-60 production screen that includes single concentration triage and 5 concentration response data for compounds and biologics submitted by external investigators. The NCI-60 screen includes the 60 best-characterized human tumor cell lines with a 48 hour exposure and SRB endpoint.	https://wiki.nci.nih.gov/display/NCIDTPdata/NCI-60+Growth+Inhibition+Data	Datasets and Databases;Lab Tools	Cell Lines	Cancer Treatment;Screening and Detection	Basic;Translational	Open Access	Division of Cancer Treatment & Diagnosis (DCTD)			"This resource provides access to compound and biologics submission and response data for the NCI-60 screen. The NCI-60 screen has been a free resouce available to all investigators to test new compounds with potential anticancer activity. The compounds are submitted through a registration website and data are returned to the investigator. Hundreds of peer-reviewed publications have included NCI-60 screen data. Reviews of this resource include <a href=""https://www.ncbi.nlm.nih.gov/pubmed/16990858"">Nat Rev Cancer</a>. 2006 Oct;6(10):813-23. These cell lines have been molecularly characterized in detail, including gene expression, mutations and other DNA alterations, protein expression, DNA methylation, and microRNA expression."
resource	9cf24702-1440-540a-99a1-6a6751cd96b0	r4r_0099	Yeast Anticancer Drug Screen	Compound sensitivity data for the NCI60 screen and similar screens run on sarcoma cell lines and small cell lung cancer cell lines, plus molecular target characterization data for the NCI60, sarcoma, and SCLC cell lines.	https://wiki.nci.nih.gov/display/NCIDTPdata/Yeast+Anticancer+Drug+Screen	Datasets and Databases	Clinical Data	Cancer Treatment;Screening and Detection	Basic;Clinical Trials	Open Access	Division of Cancer Treatment & Diagnosis (DCTD)			Compound sensitivity data for the NCI60 screen and similar screens run on sarcoma cell lines and small cell lung cancer cell lines, plus molecular target characterization data for the NCI60, sarcoma, and SCLC cell lines.
resource	2dad2aef-cdf3-5059-9a30-5e235771e0e5	r4r_0100	Bioconductor	Bioconductor provides tools for the analysis and comprehension of high-throughput genomic data. R/Bioconductor will be enhanced to meet the increasing complexity of multiassay cancer genomics experiments.	https://www.bioconductor.org	Analysis Tools	Genomic Analysis;R Software	Cancer Omics	Basic	Open Access	Informatics Technology for Cancer Research (ITCR)			Bioconductor provides tools for the analysis and comprehension of high-throughput genomic data. R/Bioconductor will be enhanced to meet the increasing complexity of multiassay cancer genomics experiments.
resource	1e32c02a-5f8c-5b76-9ec6-5e72049b6959	r4r_0102	Allele-Specific Alternative mRNA processing (ASARP)	ASARP is a software pipeline for prediction of allele-specific alternative RNA processing events using single RNA-seq data. The current version focuses on prediction of alternative splicing and alternative polyadenylation modulated by genetic variants.	https://www.ibp.ucla.edu/research/xiao/Software_files/ASARP/doc/asarp.html	Analysis Tools	Modeling	Cancer Omics	Basic;Translational	Open Access	Informatics Technology for Cancer Research (ITCR)			ASARP is a software pipeline for prediction of allele-specific alternative RNA processing events using single RNA-seq data. The current version focuses on prediction of alternative splicing and alternative polyadenylation modulated by genetic variants.
resource	529928b1-5310-5d51-bc2b-88d882a52d4b	r4r_0103	The Laboratory for Individualized Breast Radiodensity Assessment (LIBRA)	LIBRA is a fully-automatic breast density estimation software solution based on a published algorithm that works on either raw or vendor post-processed digital mammography images. LIBRA has been applied to over 30,000 screening exams and is being increasingly utilized in larger studies.	https://www.med.upenn.edu/sbia/libra.html	Analysis Tools;Datasets and Databases	Imaging;Imaging Analysis	Screening and Detection	Translational	Open Access	Informatics Technology for Cancer Research (ITCR)			LIBRA is a fully-automatic breast density estimation software solution based on a published algorithm that works on either raw or vendor post-processed digital mammography images. LIBRA has been applied to over 30,000 screening exams and is being increasingly utilized in larger studies.
resource	6ac06641-a362-5f71-8d12-20b3195cc001	r4r_0104	RADIOMICS.io	RADIOMICS.io is a open-source platform for informatics developments for radiographic phenotyping using automated algorithms, such as engineered features or using deep-learning technologies.	https://www.radiomics.io	Analysis Tools	Imaging Analysis	Cancer Diagnosis;Screening and Detection	Translational	Open Access	Informatics Technology for Cancer Research (ITCR)			RADIOMICS.io is a open-source platform for informatics developments for radiographic phenotyping using automated algorithms, such as engineered features or using deep-learning technologies. With this platform, we aim to establish a reference standard for radiomic analyses, provide a tested and maintained resource, and grow the community of radiomic developers addressing critical needs in cancer research.
resource	56dabdc2-6f22-5e72-a53e-da50546d8f59	r4r_0105	3D Slicer	3D Slicer is an open-source software platform for medical image informatics, image processing, and three-dimensional visualization.	https://www.slicer.org	Analysis Tools	Imaging Analysis	Cancer Diagnosis;Cancer Treatment;Screening and Detection	Clinical Trials;Translational	Open Access	Informatics Technology for Cancer Research (ITCR)			3D Slicer is an open-source software platform for medical image informatics, image processing, and three-dimensional visualization. Slicer brings free, powerful cross-platform processing tools to physicians, researchers, and the general public.
resource	1ae3e129-8500-5a24-bb80-784bb1ab9596	r4r_0106	OncoPPi Portal	The OncoPPi Portal is a resource of cancer-relevant protein-protein interactions that allows users to explore cancer vulnerabilities.	http://oncoppi.emory.edu	Datasets and Databases	Patient Registries	Cancer Biology;Cancer Omics;Cancer Treatment	Basic;Translational	Open Access	Center for Cancer Genomics (CCG)	andrey.ivanov@emory.edu	Andrei Ivanov	The OncoPPi Portal facilitates discovery of new mechanisms to conrtol tumorigenesis through integration of genomic, pharmacological, clinical, and structural data with the network of cancer-associated protein-protein interactions (PPI) experimentally determined in cancer cells. This is an interactive web resource that allows users to access, explore, and prioritize cancer-relevant PPIs for target discovery.
resource	c4b8277e-bf4a-56b8-bacf-afdd93847e16	r4r_0107	Cores Of Recurrent Events (CORE)	CORE is a statistically supported computational method for finding recurrently targeted regions in massive collections of genomic intervals, such as those arising from DNA copy number analysis of single tumor cells or bulk tumor tissues.	http://cran.us.r-project.org/web/packages/CORE/	Analysis Tools	Genomic Analysis	Cancer Biology;Cancer Omics	Basic;Translational	Open Access	Informatics Technology for Cancer Research (ITCR)			CORE is a statistically supported computational method for finding recurrently targeted regions in massive collections of genomic intervals, such as those arising from DNA copy number analysis of single tumor cells or bulk tumor tissues.
resource	e47fcfcd-39a1-5e10-b724-cd5c43a90e49	r4r_0108	DICOM for Quantitative Imaging (dcmqi )	dcmqi is a free open-source library that implements conversion of data stored in commonly used research formats into the standard DICOM representation.	https://github.com/QIICR/dcmqi	Analysis Tools;Datasets and Databases	Imaging;Imaging Analysis	Cancer Treatment;Screening and Detection	Translational	Open Access	Informatics Technology for Cancer Research (ITCR)			dcmqi is a free open-source library that implements conversion of data stored in commonly used research formats into the standard DICOM representation.
resource	45c8bbef-430a-588b-9ef9-f1e66feafcf0	r4r_0109	Feature DB	FeatureDB is a backend database to manage segmentation results, computed image features and annotations. FeatureDB drives the database for the QUIP web-platform.	https://github.com/SBU-BMI/pathomics_featuredb	Datasets and Databases	Imaging	Cancer Diagnosis	Translational	Open Access	Informatics Technology for Cancer Research (ITCR)			FeatureDB is a backend database to manage segmentation results, computed image features and annotations. FeatureDB drives the database for the QUIP web-platform.
resource	963a71cd-e24b-535c-8eda-a6baabe48a39	r4r_0110	Genome-Independent Identification of RNA Editing by Mutual Information (GIREMI)	GIREMI facilitates identification of single-nucleotide variants in RNA-seq data.	https://github.com/zhqingit/giremi	Analysis Tools	Genomic Analysis	Cancer Biology;Cancer Omics	Basic	Open Access	Informatics Technology for Cancer Research (ITCR)			The current version of GIREMI focuses on detection of RNA editing sites without requiring genome sequence data. A new version is under development to separately identify RNA editing sites and genetic variants using RNA-seq data alone.
