type	dataset_uuid	dataset_source_repo	dataset_title	description	dataset_source_id	dataset_source_url	PI_name	GPA	dataset_doc	dataset_pmid	funding_source	release_date	limitations_for_reuse	assay_method	study_type	primary_disease	participant_count	sample_count	study_links	related_genes	related_diseases	related_terms
dataset	e05177ee-9468-477c-9849-e861600a32fa	dbGaP	The Genomics of Pilocytic Astrocytoma Formation in Neurofibromatosis Type 1	<p>Neurofibromatosis type 1 (NF1) inherited cancer predisposition syndrome is one of the most common autosomal dominant tumor predisposition syndromes in which affected individuals develop brain tumors. These low-grade glial neoplasms (pilocytic astrocytomas) typically arise in children younger than 7 years of age and are hypothesized to result from a combination of germline and acquired somatic NF1 tumor suppressor gene mutations. In this study, whole genome sequence analysis was performed on three NF1-associated pilocytic astrocytoma tumors (NF1-PA) and matched normal blood samples to establish the genomic landscape of NF1-PA. These data support the existence of multiple distinct mechanisms (mutation, LOH, and methylation) underlying somatic NF1 inactivation in NF1-PA tumors.</p>	phs000563	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000563	David Gutmann, MD, PhD	Emilie Charlisse Caga-Anan	Division of Cancer Control and Population Sciences (DCCPS)	23222849	Doris Duke Fellowship;UL1-RR024992	12/23/2022	DS-BST-GSO	Array_DNA_Methylation;WGS	Case Set	Astrocytoma	4.0	10.0			Glioma;Neurofibromatosis Type 1	Neurofibromatosis Type 1;Glial Cell Tumor;Glial Cell Tumors;Glial Neoplasm;Glial Tumor;Glioma
dataset	dc529da4-50b5-43fa-b4d7-92a9b8885e19	dbGaP	The MD Anderson Colorectal Cancer Case Control Study	<p>Colorectal cancer (CRC) is the second leading cause of cancer-related deaths in the US. Driven by common disease common variants hypothesis, genome-wide association studies only identified a number of common susceptibility loci that explained a small portion of CRC heritability. We conducted a case-control study using whole exome sequencing to identify rare genetic variants with intermediate effect size that predispose individuals to colorectal cancer.</p>	phs002691	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002691	Yuanqing Ye, PhD;Chad D. Huff, PhD	Emilie Charlisse Caga-Anan	Division of Cancer Control and Population Sciences (DCCPS)		R01-CA177935	12/22/2022	HMB-PUB	WXS;Seq_DNA_SNP_CNV	Case-Control	Colorectal Neoplasms	5384.0	5384.0			Family Medical History	Family Medical History;CRC;Cancer of Large Bowel;Cancer of Large Intestine;Cancer of the Large Bowel;Cancer of the Large Intestine
dataset	18143c45-ae86-497f-af91-df6879e58cec	dbGaP	Circulating Tumor DNA in Intermediate Risk Rhabdomyosarcoma	<p>In this study, we evaluated circulating tumor DNA (ctDNA) as a biomarker in the serum of 124 patients with newly diagnosed intermediate risk rhabdomyosarcoma (IR RMS) from the&nbsp;<a href='https://childrensoncologygroup.org/'>Children's Oncology Group</a>&nbsp;(COG) biorepository. In addition to pre-treatment serum, we also analyzed matched tumor tissue and germline in a subset of patients. We profiled samples using ultra-low passage whole genome sequencing (ULP-WGS) and a new custom hybrid-capture sequencing assay, Rhabdo-Seq, to detect copy number alterations, rearrangements, and single nucleotide variants. We found that patients with detectable ctDNA at diagnosis had significantly worse outcomes than those without detectable levels of ctDNA. Our study demonstrates that baseline ctDNA detection is feasible and prognostic in IR RMS. The ULP-WGS and targeted next-generation sequencing (Rhabdo-Seq and TranSS-Seq) data are available in this study.&nbsp;&nbsp;<a href='https://childrensoncologygroup.org/' target='_blank'></a></p>	phs002866	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002866	Brian D. Crompton	Joseph Flores-Toro	Office of Data Sharing (ODS)	31174239;19770373		12/21/2022	HMB	Targeted-Capture;WGS	Case Set;Cohort	Rhabdomyosarcoma	124.0	295.0	https://childrensoncologygroup.org/	CTNNB1;FGFR4;FOXO1;MYOD1;NRAS;PAX3;PAX7;ARID1A;BCOR		Not Provided
dataset	860dd9b2-168c-4412-a13c-6dac032bef72	dbGaP	Wistar PDX Development and Trial Center	<p>Overall the outcomes of patients with metastatic melanoma have improved dramatically over the last decade due to an improved understanding of the molecular drivers of this disease. In particular, multiple targeted therapy regimens have been approved for patients with a BRAFV600E/K mutation, which are present in ~50% of cutaneous melanomas. These treatments achieve clinical responses in ~80% of patients with a BRAFV600E/K mutation, thus providing proof-of-concept of the therapeutic potential for personalized therapeutic strategies. However, most of the patients will progress within 2 years of starting those therapies. Further, currently there are no targeted therapies that have been shown to be effective in patients with a wild-type <a href='https://www.ncbi.nlm.nih.gov/gene/673' target='_blank'>BRAF</a>. Thus, there are unmet clinical needs to develop treatments that prevent or overcome resistance to existing therapies for patients with a BRAFV600E/K mutation, and that are effective in patients without a BRAF mutation. In order to facilitate the development of new therapeutic strategies, over the last 5 years we have led a major effort to develop a broad collection of PDX models to reflect the clinical, histological, and genetic heterogeneity of this disease. Our collection of PDX models represents one of the largest collections for any human malignancy, and our initial testing demonstrates that the collection accurately recapitulates the oncogenic drivers and molecular heterogeneity that is observed in patients. This collection also includes a subset of PDX established from patients with acquired resistance to targeted therapies that have been maintained on those agents in vivo to sustain their resistant phenotype. Together these efforts have generated a robust resource to develop, refine, and prioritize new personalized combinatorial therapies for patients. Thus, we propose to establish a multi-disciplinary and multi-institutional PDTC Program focused on the use and continued expansion of our robust melanoma PDX collection to identify new therapeutic approaches that fill important clinical gaps in this disease.<br></p>	phs002432	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002432	Meenhard Herlyn	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)			12/21/2022	GRU-COL		Case Set;Exome Sequencing;RNA Sequencing	Melanoma	46.0	185.0			Skin Neoplasms	Skin Neoplasms;Cancer of skin pigment cells;MM - malignant melanoma;Malignant Melanoma;Malignant Melanomas;Melanoma, Malignant
dataset	51600370-9c17-4822-9a63-2e17d1ca1b10	dbGaP	Phase IB/II Study of Bazedoxifene in Combination with Palbociclib in Patients with Endocrine Resistant Hormone Receptor-Positive Breast Cancer	<p>In this phase Ib/II clinical trial, the investigators evaluated the efficacy and safety of the combination of palbociclib with bazedoxifene in patients with a metastatic endocrine-resistant hormone receptor-positive, HER2-negative breast cancer. Furthermore, whole exome sequencing of cell-free tumor DNA was done on serial samples from these patients, revealing potential molecular changes associated with mechanisms of resistance. </p>	phs002802	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002802	Rinath Jeselsohn, MD;Gad Getz, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)	36215125		12/15/2022	HMB	WXS;WGS	Prospective	Breast Neoplasms	32.0	98.0		ESR1;PIK3CA	Cyclin-Dependent Kinase 4;Cyclin-Dependent Kinase 6;Circulating Tumor DNA;bazedoxifene [Supplementary Concept];palbociclib [Supplementary Concept]	Breast Cancer;Breast Malignant Neoplasm;Breast Malignant Neoplasms;Breast Malignant Tumor;Breast Malignant Tumors;CA - Breast cancer
dataset	fc6fc4e7-5d55-46b0-8237-7730a70618e6	dbGaP	HCI-PDX Trial Center for Breast Cancer Therapy	<p>The HCI-PDX Trial Center for Breast Cancer Therapy study is a collection of patient-tumor samples that are serially established as patient-derived tumor xenografts (human tumor in mouse) and matching organoids. For this study, we describe valuable methods and resources to generate organoids and use them as cost-effective models for precision drug screens. This study leveraged whole-exome sequencing, RNAseq, and SNP-array data to illustrate how the heterogeneity of tumors is preserved in xenograft and organoid models. Sequencing files are provided for whole-exome and RNAseq data. Processed copy number variant calls from the SNP arrays are also available. A full description of the study can be found in the article entitled, 'A human breast cancer-derived xenograft and organoid platform for drug discovery and precision oncology,' written by Guillen et al., 2022 in Nature Cancer (PMID: <a href='https://pubmed.ncbi.nlm.nih.gov/35221336/' target='_blank'>35221336</a>).</p>	phs002479	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002479	Alana Welm, PhD;Bryan Welm, PhD;K-T Varley, PhD;Gabor Marth, DSc	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	35221336	U54CA224076;U01CA217617	12/15/2022	GRU	Seq_DNA_SNP_MAF_Ind;RNA-Seq;WXS;Seq_RNA_Expression;Array_CNV	Case Set;Exome Sequencing;Genotype;RNA Sequencing	Breast Neoplasms	37.0	227.0			Xenograft Model Antitumor Assays;Organoids	Breast Cancer;Breast Malignant Neoplasm;Breast Malignant Neoplasms;Breast Malignant Tumor;Breast Malignant Tumors;CA - Breast cancer
dataset	0bed5e00-6e03-4f49-b61c-364d1c50a846	dbGaP	The Prostate, Lung, Colon, Ovary Screening Trial (PLCO)	<p>The Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial is a large population-based randomized trial designed and sponsored by the National Cancer Institute (NCI) to determine the effects of screening on cancer-related mortality and secondary endpoints in over 150,000 men and women aged 55 to 74. The screening component of the trial was completed in 2006. However, participants have been under follow-up for cancer incidence and mortality since that time. In addition, PLCO included a large biological sample biorepository which has served as a unique resource for cancer research, particularly for etiologic and early-marker studies. As part of these efforts, PLCO has been used for a large number of genome-wide association and exome sequencing studies for different types of cancer.</p>	phs001286	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001286	Neal Freedman, PhD, MPH			26435289;24115361	"NCI Division of Cancer Prevention contract mechanisms and NCI Division of Cancer 			Epidemiology and Genetics intramural funds"	12/12/2022	CADM	Array_SNP_CNV;Imputation_SNP_CNV	Cohort	Neoplasms	110559.0	112062.0	http://prevention.cancer.gov/major-programs/prostate-lung-colorectal			Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies
dataset	8aef3a25-ba58-4d36-8c1c-1c1dd7dc308e	dbGaP	Childhood Cancer Data Initiative (CCDI): OncoKids - NGS Panel for Pediatric Malignancies	<p>This study aimed to systematically collect clinical, registry and genomic data on pediatric cancer patients, and to contribute to the CCDI Pediatric Data Ecosystem. Clinical, treatment and outcome data on 1,039 pediatric cancer patients whose molecular profile was characterized on OncoKids gene panel at Children's Hospital Los Angeles was abstracted and harmonized for submission to the NCI's Cancer Data Service. The OncoKids panel was designed to detect DNA mutations and amplification in almost 200 oncogenes and tumor suppressor genes, a limited number of pharmacogenomic targets and 1,700 disease-associated gene fusions at the RNA level. The panel encompasses the vast majority of FDA's relevant pediatric molecular target list, as well as additional genes associated with ultra-rare pediatric tumors. The final data elements included DNA/RNA sequence data, OncoKids test results, clinical data on demographics, diagnosis, comorbidity and adverse events and treatment data. <br> </p>	phs002518	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002518	Amie E. Hwang, PhD, MPH	Joseph Flores-Toro	Office of Data Sharing (ODS)			12/7/2022	GRU	AMPLICON	Case Set;Clinical Genetic Testing	Neoplasms	1039.0	2246.0			Childhood;Pediatric	Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies
dataset	4b44215e-ae54-4d90-ad6f-f02e902d9113	dbGaP	Spatiotemporal Evolution of the ccRCC Microenvironment Links Intra-Tumoral Heterogeneity to Immune Escape CINOMA	<p>We utilize temporal multi-regional multi-omics profiling to uncover the mechanisms of immune escape in clear cell renal cell carcinoma (ccRCC) in 29 patients including 17 patients from a neoadjuvant nivolumab clinical trial. We observe that tumors can be broadly categorized into intra-tumoral heterogeneity (ITH) high and low, which correlates across genomic, transcriptomic, immune and tumor microenvironment (TME) landscapes. We identify several genetic alterations associated with ITH that correlate with a myeloid high and effector T cell low TME. Namely, ITH high tumors are enriched for mutations in SETD2, PBRM1, CDKN2A/B somatic copy number loss and HLA loss of heterozygosity, and they demonstrate the characteristics of immune escape. ITH high tumors demonstrate reduced peripheral blood TCR diversity which is associated with neoantigen depletion. Moreover, we identify a link between neoantigen depletion and immune escape through myeloid activation. A transcriptomic signature associated with neoantigen depletion is strongly associated with response to ICI treatment and targeted therapies in several independent clinical trial cohorts.</p>	phs003079	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003079	A. Ari Hakimi, MD	Sean Hanlon	Center for Strategic Scientific Initiatives (CSSI)			11/21/2022	GRU	RNA-Seq;WXS;AMPLICON	Clinical Trial	Carcinoma, Renal Cell	29.0	449.0		CDKN2A;CDKN2B;HLA-A;HLA-B;HLA-C;PBRM1;SETD2;VHL		ADENOCARCINOMA OF KIDNEY;Adenocarcinoma Of Kidneys;Adenocarcinoma of the Kidney;Adenocarcinoma, Renal;Adenocarcinoma, Renal Cell;Adenocarcinomas, Renal Cell
dataset	c6e79cc2-e50c-4f1f-968e-b136a8a1c738	dbGaP	Genomic Landscape of Pediatric Germ Cell Tumors	<p>Germ cell tumors (GCTs) are cancers of the testis, ovary and extragonadal sites that occur in infants, children, adolescents, and adults. Post-pubertal (type II) malignant GCTs may present as a seminoma, non-seminoma or with mixed histologies. In contrast, pre-pubertal (type I) GCTs are limited to (benign) teratomas and (malignant) yolk sac tumors (YST). Epidemiologic and molecular data have shown that pre- and post-pubertal GCTs arise by distinct mechanisms. Dedicated studies of the genomic landscape of type I and II GCTs in children and adolescents are lacking. Here we present an integrated genomic analysis of extracranial GCTs across the age spectrum from 0-24 years.</p>	phs002009	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002009	James Amatruda, PhD	Ian Fingerman	Division of Cancer Biology (DCB)	31839537;31087453	CA135731 to JFA;CA151284 to JNP;T32 CA099936 to JB;U10180886 supports the Children's Oncology Group;U24CA114766 supports the Children's Oncology Group;U10CA180899 supports the Children's Oncology Group;St. Baldrick's Foundation Consortium award (to ALF, MDK, and JFA);RP110394 to JFA	11/21/2022	DS-PEDCR	RNA-Seq	Case Set	Neoplasms, Germ Cell and Embryonal	32.0	32.0		APC;CTNNB1;FAT1	Seminoma	Seminoma;Germ Cell and Embryonal Neoplasms;Germ Cell and Embryonic Neoplasms;Neoplasms, Germ Cell and Embryonic
